Input,Output
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Clarity_Zedd_song.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Clark_Howell.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Close_Combat_Clasp.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Clusivity.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Coast_Guard_Auxiliary_Outstanding_Achievement_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_College_Football_AllSouthern_Team.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Combatants_Cross.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Commander_order.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Commonwealth_Short_Story_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Congressional_Gold_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Constantijn_Huygens_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Cook_Cup.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Copa_Newton.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Copley_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Coretta_Scott_King_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Coronation.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Cricket_Writers_Club_Young_Cricketer_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Cross_of_St_Augustine.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_DBL_Rookie_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Daniel_Delaney.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_David_ODoherty.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Daytime_Emmy_Award_for_Outstanding_Supporting_Actress_in_a_Drama_Series.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Department_of_the_Air_Force_Decoration_for_Exceptional_Civilian_Service.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Detroit_Music_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Diamanten_Kogel.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Dining_in.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Discovery_of_human_antiquity.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Distinguished_Service_Medal_Australia.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Dorothea_Dieckmann.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Dr_Manmohan_Singh_Scholarship.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Eastern_Front_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Ebony_Shoe_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Echo_music_award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Edward_Geers.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Edward_R_Murrow_Award_Washington_State_University.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Elijah_Parish_Lovejoy_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Elinor_McKenzie_Shield.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Enduro_Cup.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Erasmus_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Ethiopian_aristocratic_and_court_titles.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Euroleague_Rising_Star.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Exceptional_Service_Medallion.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Expedition_Cross.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_FIFA_Ballon_dOr.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_FIFA_World_Cup_Trophy.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Farhad_Mehrad.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Fields_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Filmfare_Award_for_Best_Actor.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Filmfare_Award_for_Best_Female_Playback_Singer.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Filmfare_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Firebird_Pirotta_picture_book.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_First_Circle_album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Fitzgibbon_Cup.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Flandrien_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Florida_Blue_Key.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Franz_Werfel_Human_Rights_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Freedom_Trophy_cricket.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Freedom_of_the_City.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_FriedrichAugustKreuz.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Fundamental_Physics_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_GayVN_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Gelett_Burgess_Childrens_Book_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Geoff_Christian_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Germanic_Proficiency_Runes.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Global_Jurist_of_the_Year_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Gold_Medal_of_the_Royal_Astronomical_Society.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Golden_Calf_award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Golden_Eagle_Award_Russia.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Golden_Pear.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Golden_Phoenix_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Golden_Raspberry_Award_for_Worst_New_Star.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Golden_Shell.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Goldman_Environmental_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Gordon_E_Moore_Medal_for_Outstanding_Achievement_in_Solid_State_Science_and_Technology.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Gosekku.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_Contemporary_RB_Album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_Music_Video.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_New_Artist.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_RB_Album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_Remixed_Recording_NonClassical.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_Southern_Country_or_Bluegrass_Gospel_Album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_Spoken_Word_Album_for_Children.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Award_for_Best_Urban_Contemporary_Album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grammy_Legend_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Greek_Basket_League_Finals_MVP.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Grey_Cup.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_GrimmePreis.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Guldbagge_Award_for_Best_Actress_in_a_Leading_Role.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Guldbagge_Award_for_Best_Director.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Guldbagge_Award_for_Best_Screenplay.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Halldis_Moren_Vesaas_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Hanseatic_Cross.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Henryk_Tomaszewski_poster_artist.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Hero_of_Labour_of_the_Russian_Federation.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Heroes_of_Sports_Year_Ukraine.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Honorary_Sabre.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Honoris_Crux_1975.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Honoris_Crux_Diamond.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Honoured_Military_Navigator_of_the_USSR.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Honoured_Military_Pilot_of_the_Russian_Federation.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Horizon_League_Mens_Basketball_Player_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Howell_Trophy.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_IEEE_Alexander_Graham_Bell_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Idol_Nacije.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Indian_Telly_Award_for_Best_Actress_in_a_Supporting_Role.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_InterAllied_Victory_Medal_Greece.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_International_Emmy_Founders_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_International_Somali_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_International_Women_of_Courage_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Investiture_of_the_Prince_of_Wales.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Iran_football_award_winners.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Iraq_Campaign_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_J_Walter_Kennedy_Citizenship_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Jabotinsky_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Jane_Addams_Childrens_Book_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Jenn_Brown.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Jerry_Rivera.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Jim_Phelan_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_John_Jacob_Rogers_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_John_Olerud_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Juno_Awards_of_2014.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_KBS_Drama_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Kalinga_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Karl_Malone_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Kate_Greenaway_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Keegan_Gerhard.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Kent_Tate.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Kihara_Memorial_Foundation_Academic_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Kim_Carnes.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Kira_Poutanen.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lalande_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Langley_Gold_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lanolin.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lansdowne_Cup.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Larry_MacPhail_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Latin_Grammy_Award_for_Best_Banda_Album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Latin_Grammy_Award_for_Best_Rock_Solo_Vocal_Album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Latin_Grammy_Award_for_Best_Short_Form_Music_Video.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Latin_Grammy_Award_for_Best_SingerSongwriter_Album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Laurel_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lavinia_novel.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lawrence_Manchester.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lindenberg_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_George_Cross_recipients.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_Gold_Glove_Award_winners_at_catcher.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_Knights_Cross_of_the_Iron_Cross_recipients_F.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_Knights_Cross_of_the_Iron_Cross_recipients_L.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_Knights_Cross_of_the_Iron_Cross_with_Oak_Leaves_recipients_1943.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_Medal_of_Honor_recipients.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_PolishAmerican_Medal_of_Honor_recipients.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_Webby_Award_winners.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_List_of_awards_and_nominations_received_by_Ashton_Kutcher.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lo_Nuestro_Award_for_Merengue_Artist_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lo_Nuestro_Award_for_Regional_Mexican_New_Artist_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lo_Nuestro_Award_for_Tropical_Album_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lombardi_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lost_mislaid_and_abandoned_property.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Lou_Gehrig_Memorial_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Luke_McKay.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_MTV_Europe_Music_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_MTV_Video_Music_Award_for_Best_Male_Video.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Maadi_Cup.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Margaret_Edwards_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Mario_Armstrong.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Mark_Payne_makeup_artist.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Marshall_Scholarship.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Max_Planck_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Maya_Awards.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Medal_of_Courage.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Medal_of_the_10th_Anniversary_of_Peoples_Poland.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Medal_of_the_Red_Cross_Netherlands.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Medical_Service_Cross.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Mediocre_album.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Meie_Mats.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Merchant_Marine_Outstanding_Achievement_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Meritorious_Service_Cross.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Meritorious_Service_Decoration.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Metro_Manila_Film_Festival.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Mexican_Border_Service_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Military_Medal_Luxembourg.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Military_Valor_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Military_badges_of_the_United_States.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Military_eagle.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Mindi_Abair.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Miners_figure.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Minesweeper_War_Badge.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Minkowski_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Mnet_Asian_Music_Award_for_Best_New_Artist_Solo_or_Group.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Moments_talk_show.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Monon_Bell.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Moortidevi_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Motor_Trend_Car_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Multinational_Force_and_Observers_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Mustafa_Prize.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Myx_Magna_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_NASA_Exceptional_Administrative_Achievement_Medal.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_NBA_Coach_of_the_Year_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_NBA_Defensive_Player_of_the_Year_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_NBA_Most_Improved_Player_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_NOAA_Administrators_Award.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Naismith_College_Coach_of_the_Year.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Natalie_Cassidy.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_National_Film_Award_for_Best_Cinematography.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_National_Film_Award_for_Best_Female_Playback_Singer.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_National_Thanksgiving_Turkey_Presentation.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Naval_Artillery_War_Badge.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Nebula_Award_for_Best_Script.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Neil_Nongkynrih.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_New_York_Film_Critics_Circle_Award_for_Best_Actress.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Newton_International_Fellowship.jpg,Award
gs://ise-bucket/efficientnet/dataset-20-01-31_1-img_3000-ent_246-class/Award_Nick_Marsh.jpg,Award
